case_id,activity,enable_time,start_time,end_time,resource
17,Visto Bueno Cierre Proceso,2016-04-26 07:37:53.420473+00:00,2016-04-26 07:37:53.420473+00:00,2016-04-26 11:07:25.000000+00:00,6971
28,Visto Bueno Cierre Proceso,2016-04-26 08:38:40.277417+00:00,2016-04-26 08:38:40.277417+00:00,2016-04-26 11:03:15.325324+00:00,7314
48,Traer informacion estudiante - banner,2016-04-26 10:03:35.374860+00:00,2016-04-26 10:03:35.374860+00:00,2016-04-26 10:03:35.374860+00:00,4126
48,Radicar Solicitud Homologacion,2016-04-26 10:03:38.374860+00:00,2016-04-26 10:03:38.374860+00:00,2016-04-26 10:03:38.374860+00:00,4130
48,Validar solicitud,2016-04-26 10:03:38.379587+00:00,2016-04-26 10:03:38.379587+00:00,2016-04-26 10:03:38.379587+00:00,448
49,Traer informacion estudiante - banner,2016-04-26 10:45:23.112758+00:00,2016-04-26 10:45:23.112758+00:00,2016-04-26 10:45:23.112758+00:00,4148
49,Radicar Solicitud Homologacion,2016-04-26 10:45:26.112758+00:00,2016-04-26 10:45:26.112758+00:00,2016-04-26 10:45:26.112758+00:00,4457
28,Transferir Creditos,2016-04-26 11:06:56.832569+00:00,2016-04-26 11:06:56.832569+00:00,2016-04-26 11:06:56.832569+00:00,7387
39,Revisar curso,2016-04-26 15:32:14.410876+00:00,2016-04-26 15:32:14.410876+00:00,2016-04-26 15:32:14.410876+00:00,410
39,Homologacion por grupo de cursos,2016-04-26 15:32:15.571297+00:00,2016-04-26 15:32:15.571297+00:00,2016-04-26 15:32:15.571297+00:00,6995
50,Traer informacion estudiante - banner,2016-04-26 20:25:11.720397+00:00,2016-04-26 20:25:11.720397+00:00,2016-04-26 20:25:11.720397+00:00,4701
50,Radicar Solicitud Homologacion,2016-04-26 20:25:14.720397+00:00,2016-04-26 20:25:14.720397+00:00,2016-04-26 20:25:29.435447+00:00,4708
10,Notificacion estudiante cancelacion soli,2016-04-26 20:33:12.521523+00:00,2016-04-26 20:33:12.521522+00:00,2016-04-26 20:33:12.521522+00:00,8443
28,Transferir creditos homologables,2016-04-27 03:39:46.762047+00:00,2016-04-27 03:39:46.762047+00:00,2016-04-27 03:39:46.762047+00:00,7394
40,Notificacion estudiante cancelacion soli,2016-04-27 04:12:12.430437+00:00,2016-04-27 04:12:12.430437+00:00,2016-04-27 04:12:12.430437+00:00,8455
43,Evaluacion curso,2016-04-27 06:48:01.025613+00:00,2016-04-27 06:48:01.025614+00:00,2016-04-27 06:48:01.025614+00:00,7088
8,Homologacion por grupo de cursos,2016-04-27 08:59:05.969655+00:00,2016-04-27 08:59:05.969656+00:00,2016-04-27 13:26:20.236434+00:00,7304
51,Traer informacion estudiante - banner,2016-04-27 10:53:22.493373+00:00,2016-04-27 10:53:22.493373+00:00,2016-04-27 10:53:22.493373+00:00,4765
51,Radicar Solicitud Homologacion,2016-04-27 10:53:25.493373+00:00,2016-04-27 10:53:25.493373+00:00,2016-04-27 13:10:10.871410+00:00,4834
52,Traer informacion estudiante - banner,2016-04-27 11:10:05.983697+00:00,2016-04-27 11:10:05.983697+00:00,2016-04-27 11:10:05.983697+00:00,4867
52,Radicar Solicitud Homologacion,2016-04-27 11:10:08.983697+00:00,2016-04-27 11:10:08.983697+00:00,2016-04-27 11:10:08.983697+00:00,4905
51,Cancelar Solicitud,2016-04-27 13:10:10.871410+00:00,2016-04-27 13:10:10.871410+00:00,2016-04-27 13:10:21.871410+00:00,8528
53,Traer informacion estudiante - banner,2016-04-27 14:43:04.152093+00:00,2016-04-27 14:43:04.152093+00:00,2016-04-27 14:43:04.152093+00:00,4912
53,Radicar Solicitud Homologacion,2016-04-27 14:43:07.152093+00:00,2016-04-27 14:43:07.152093+00:00,2016-04-27 14:43:07.152093+00:00,4918
54,Traer informacion estudiante - banner,2016-04-27 16:37:41.622605+00:00,2016-04-27 16:37:41.622605+00:00,2016-04-27 16:37:41.622605+00:00,4924
54,Radicar Solicitud Homologacion,2016-04-27 16:37:44.622605+00:00,2016-04-27 16:37:44.622605+00:00,2016-04-27 19:03:01.622605+00:00,5064
54,Cancelar Solicitud,2016-04-27 19:03:01.622653+00:00,2016-04-27 19:03:01.622653+00:00,2016-04-27 19:11:39.622653+00:00,8819
53,Validar solicitud,2016-04-27 20:35:22.670148+00:00,2016-04-27 20:35:22.670148+00:00,2016-04-27 22:04:30.037996+00:00,18929
49,Notificacion estudiante cancelacion soli,2016-04-27 21:02:58.320490+00:00,2016-04-27 21:02:58.320490+00:00,2016-04-27 21:02:58.320490+00:00,8916
38,Notificacion estudiante cancelacion soli,2016-04-27 21:41:11.534253+00:00,2016-04-27 21:41:11.534253+00:00,2016-04-27 21:41:11.534253+00:00,9437
55,Traer informacion estudiante - banner,2016-04-27 21:56:48.254784+00:00,2016-04-27 21:56:48.254784+00:00,2016-04-27 21:56:48.254784+00:00,5151
55,Radicar Solicitud Homologacion,2016-04-27 21:56:51.254784+00:00,2016-04-27 21:56:51.254784+00:00,2016-04-27 21:56:51.254784+00:00,5183
5,Notificacion estudiante cancelacion soli,2016-04-27 22:54:00.244971+00:00,2016-04-27 22:54:00.244971+00:00,2016-04-27 22:54:00.244971+00:00,9484
31,Validacion final,2016-04-28 02:00:21.351856+00:00,2016-04-28 02:00:21.351856+00:00,2016-04-28 02:00:21.351856+00:00,659
54,Revisar curso,2016-04-28 02:02:47.701596+00:00,2016-04-28 02:02:47.701596+00:00,2016-04-28 02:02:47.701596+00:00,5802
54,Evaluacion curso,2016-04-28 02:05:50.979534+00:00,2016-04-28 02:05:50.979534+00:00,2016-04-28 12:15:30.033341+00:00,7299
31,Visto Bueno Cierre Proceso,2016-04-28 02:08:40.028259+00:00,2016-04-28 02:08:40.028258+00:00,2016-04-28 10:10:34.047097+00:00,15930
56,Traer informacion estudiante - banner,2016-04-28 05:34:48.131825+00:00,2016-04-28 05:34:48.131825+00:00,2016-04-28 05:34:48.131825+00:00,5189
56,Radicar Solicitud Homologacion,2016-04-28 05:34:51.131825+00:00,2016-04-28 05:34:51.131825+00:00,2016-04-28 05:34:51.131825+00:00,5221
35,Notificacion estudiante cancelacion soli,2016-04-28 05:38:43.837311+00:00,2016-04-28 05:38:43.837311+00:00,2016-04-28 05:38:43.837311+00:00,11041
57,Traer informacion estudiante - banner,2016-04-28 05:49:03.687628+00:00,2016-04-28 05:49:03.687628+00:00,2016-04-28 05:49:03.687628+00:00,5275
57,Radicar Solicitud Homologacion,2016-04-28 05:49:06.687628+00:00,2016-04-28 05:49:06.687628+00:00,2016-04-28 05:49:06.687628+00:00,528
34,Notificacion estudiante cancelacion soli,2016-04-28 05:55:48.658417+00:00,2016-04-28 05:55:48.658417+00:00,2016-04-28 05:55:48.658417+00:00,11197
58,Traer informacion estudiante - banner,2016-04-28 09:28:29.042008+00:00,2016-04-28 09:28:29.042008+00:00,2016-04-28 09:28:29.042008+00:00,5290
58,Radicar Solicitud Homologacion,2016-04-28 09:28:32.042008+00:00,2016-04-28 09:28:32.042008+00:00,2016-04-28 09:28:32.042008+00:00,5292
58,Validar solicitud,2016-04-28 09:28:58.639355+00:00,2016-04-28 09:28:58.639355+00:00,2016-04-28 12:00:32.151558+00:00,49
56,Validar solicitud,2016-04-28 09:39:42.199580+00:00,2016-04-28 09:39:42.199580+00:00,2016-04-28 09:39:42.199580+00:00,669
56,Cancelar Solicitud,2016-04-28 09:42:04.123898+00:00,2016-04-28 09:42:04.123897+00:00,2016-04-28 09:42:04.123897+00:00,12196
59,Traer informacion estudiante - banner,2016-04-28 10:00:24.102553+00:00,2016-04-28 10:00:24.102553+00:00,2016-04-28 10:00:24.102553+00:00,5330
59,Radicar Solicitud Homologacion,2016-04-28 10:00:27.102553+00:00,2016-04-28 10:00:27.102553+00:00,2016-04-28 12:00:14.462384+00:00,5396
60,Traer informacion estudiante - banner,2016-04-28 10:25:02.609967+00:00,2016-04-28 10:25:02.609967+00:00,2016-04-28 10:25:02.609967+00:00,5488
60,Radicar Solicitud Homologacion,2016-04-28 10:25:05.609967+00:00,2016-04-28 10:25:05.609967+00:00,2016-04-28 10:25:05.609967+00:00,5571
31,Transferir Creditos,2016-04-28 11:06:55.330776+00:00,2016-04-28 11:06:55.330776+00:00,2016-04-28 11:06:55.330776+00:00,1007
31,Transferir creditos homologables,2016-04-28 11:14:11.167165+00:00,2016-04-28 11:14:11.167165+00:00,2016-04-28 11:14:11.167165+00:00,3445
61,Traer informacion estudiante - banner,2016-04-28 13:31:25.519517+00:00,2016-04-28 13:31:25.519517+00:00,2016-04-28 13:31:25.519517+00:00,5573
61,Radicar Solicitud Homologacion,2016-04-28 13:31:28.519517+00:00,2016-04-28 13:31:28.519517+00:00,2016-04-28 13:31:28.519517+00:00,5593
9,Notificacion estudiante cancelacion soli,2016-04-28 13:37:03.881158+00:00,2016-04-28 13:37:03.881158+00:00,2016-04-28 13:37:03.881158+00:00,15884
61,Validar solicitud,2016-04-28 13:39:13.131083+00:00,2016-04-28 13:39:13.131083+00:00,2016-04-28 13:41:50.154359+00:00,6694
62,Traer informacion estudiante - banner,2016-04-28 13:58:39.796259+00:00,2016-04-28 13:58:39.796259+00:00,2016-04-28 13:58:39.796259+00:00,5667
62,Radicar Solicitud Homologacion,2016-04-28 13:58:42.796259+00:00,2016-04-28 13:58:42.796259+00:00,2016-04-28 13:58:42.796259+00:00,5714
62,Validar solicitud,2016-04-28 14:05:01.982161+00:00,2016-04-28 14:05:01.982161+00:00,2016-04-28 16:43:19.189720+00:00,6767
63,Validar solicitud,2016-04-28 15:35:25.276583+00:00,2016-04-28 15:35:25.276583+00:00,2016-04-28 15:35:25.276583+00:00,695
64,Traer informacion estudiante - banner,2016-04-28 18:30:44.711761+00:00,2016-04-28 18:30:44.711761+00:00,2016-04-28 18:30:44.711761+00:00,5778
64,Radicar Solicitud Homologacion,2016-04-28 18:30:47.711761+00:00,2016-04-28 18:30:47.711761+00:00,2016-04-28 18:30:47.711761+00:00,5793
64,Cancelar Solicitud,2016-04-28 18:30:47.711761+00:00,2016-04-28 18:30:47.711761+00:00,2016-04-29 13:00:03.000000+00:00,14128
8,Evaluacion curso,2016-04-28 20:03:44.674687+00:00,2016-04-28 20:03:44.674686+00:00,2016-04-29 13:02:55.102958+00:00,7316
59,Validar solicitud,2016-04-28 20:48:52.177946+00:00,2016-04-28 20:48:52.177946+00:00,2016-04-28 20:48:52.177946+00:00,7019
62,Homologacion por grupo de cursos,2016-04-28 23:40:31.186775+00:00,2016-04-28 23:40:31.186776+00:00,2016-04-29 13:56:55.000000+00:00,7311
65,Traer informacion estudiante - banner,2016-04-29 00:07:53.203282+00:00,2016-04-29 00:07:53.203283+00:00,2016-04-29 00:07:53.203283+00:00,5883
65,Radicar Solicitud Homologacion,2016-04-29 00:07:56.203283+00:00,2016-04-29 00:07:56.203283+00:00,2016-04-29 00:07:56.203283+00:00,6039
66,Validar solicitud,2016-04-29 00:41:40.152634+00:00,2016-04-29 00:41:40.152634+00:00,2016-04-29 13:42:31.144612+00:00,7080
67,Traer informacion estudiante - banner,2016-04-29 01:44:31.573296+00:00,2016-04-29 01:44:31.573296+00:00,2016-04-29 01:44:31.573296+00:00,6107
67,Radicar Solicitud Homologacion,2016-04-29 01:44:34.573296+00:00,2016-04-29 01:44:34.573296+00:00,2016-04-29 13:00:02.850413+00:00,6159
68,Traer informacion estudiante - banner,2016-04-29 01:52:46.179043+00:00,2016-04-29 01:52:46.179043+00:00,2016-04-29 01:52:46.179043+00:00,6186
68,Radicar Solicitud Homologacion,2016-04-29 01:52:49.179043+00:00,2016-04-29 01:52:49.179043+00:00,2016-04-29 13:00:03.000000+00:00,6204
58,Homologacion por grupo de cursos,2016-04-29 04:00:48.050697+00:00,2016-04-29 04:00:48.050697+00:00,2016-04-29 18:18:14.000000+00:00,7323
59,Revisar curso,2016-04-29 04:52:16.178390+00:00,2016-04-29 04:52:16.178390+00:00,2016-04-29 04:52:16.178390+00:00,716
69,Traer informacion estudiante - banner,2016-04-29 09:16:57.042923+00:00,2016-04-29 09:16:57.042923+00:00,2016-04-29 09:16:57.042923+00:00,6426
69,Radicar Solicitud Homologacion,2016-04-29 09:17:00.042923+00:00,2016-04-29 09:17:00.042923+00:00,2016-04-29 09:17:00.042923+00:00,6469
69,Validar solicitud,2016-04-29 09:17:00.042923+00:00,2016-04-29 09:17:00.042923+00:00,2016-04-29 09:17:00.042923+00:00,9184
50,Validar solicitud,2016-04-29 10:13:07.454509+00:00,2016-04-29 10:13:07.454510+00:00,2016-04-29 13:13:49.000000+00:00,920
54,Validacion final,2016-04-29 10:52:56.134206+00:00,2016-04-29 10:52:56.134206+00:00,2016-04-29 13:00:04.000000+00:00,10923
48,Homologacion por grupo de cursos,2016-04-29 12:39:42.249289+00:00,2016-04-29 12:39:42.249289+00:00,2016-04-29 18:00:00.000001+00:00,7324
54,Visto Bueno Cierre Proceso,2016-04-29 13:14:43.047018+00:00,2016-04-29 13:14:43.047018+00:00,2016-04-29 13:14:47.047018+00:00,12548
67,Validar solicitud,2016-04-29 14:04:25.527876+00:00,2016-04-29 14:04:25.527876+00:00,2016-04-29 14:04:25.527876+00:00,7320
70,Traer informacion estudiante - banner,2016-04-29 17:33:56.967572+00:00,2016-04-29 17:33:56.967572+00:00,2016-04-29 17:33:56.967572+00:00,6639
70,Radicar Solicitud Homologacion,2016-04-29 17:33:59.967572+00:00,2016-04-29 17:33:59.967572+00:00,2016-04-29 17:33:59.967572+00:00,6723
54,Transferir Creditos,2016-04-29 18:00:30.056551+00:00,2016-04-29 18:00:30.056551+00:00,2016-04-29 18:00:30.056551+00:00,4560
54,Transferir creditos homologables,2016-04-29 18:00:38.382408+00:00,2016-04-29 18:00:38.382408+00:00,2016-04-29 18:00:38.382408+00:00,6979
71,Traer informacion estudiante - banner,2016-04-29 18:00:59.097173+00:00,2016-04-29 18:00:59.097173+00:00,2016-04-29 18:00:59.097173+00:00,6876
71,Radicar Solicitud Homologacion,2016-04-29 18:01:02.097173+00:00,2016-04-29 18:01:02.097173+00:00,2016-04-29 18:01:02.097173+00:00,6987
64,Notificacion estudiante cancelacion soli,2016-04-29 18:30:32.369892+00:00,2016-04-29 18:30:32.369893+00:00,2016-04-29 18:30:32.369893+00:00,1995
66,Revisar curso,2016-04-29 18:47:01.346280+00:00,2016-04-29 18:47:01.346280+00:00,2016-04-29 19:00:00.004415+00:00,19019
71,Cancelar Solicitud,2016-04-29 18:48:04.909538+00:00,2016-04-29 18:48:04.909538+00:00,2016-04-29 18:48:04.909538+00:00,22074
69,Homologacion por grupo de cursos,2016-04-29 19:22:43.663960+00:00,2016-04-29 19:22:43.663960+00:00,2016-04-29 20:21:21.556617+00:00,7331
62,Evaluacion curso,2016-04-29 22:06:04.059290+00:00,2016-04-29 22:06:04.059290+00:00,2016-04-29 22:06:04.059290+00:00,7369
72,Traer informacion estudiante - banner,2016-04-29 22:36:23.062654+00:00,2016-04-29 22:36:23.062654+00:00,2016-04-29 22:36:23.062654+00:00,7007
72,Radicar Solicitud Homologacion,2016-04-29 22:36:26.062654+00:00,2016-04-29 22:36:26.062654+00:00,2016-05-01 19:00:06.000000+00:00,7423
74,Traer informacion estudiante - banner,2016-04-29 23:11:09.180102+00:00,2016-04-29 23:11:09.180103+00:00,2016-04-29 23:11:09.180103+00:00,7490
74,Radicar Solicitud Homologacion,2016-04-29 23:11:12.180103+00:00,2016-04-29 23:11:12.180103+00:00,2016-04-29 23:11:12.180103+00:00,7492
74,Validar solicitud,2016-04-29 23:12:00.594067+00:00,2016-04-29 23:12:00.594067+00:00,2016-05-01 19:20:23.038893+00:00,7297
73,Traer informacion estudiante - banner,2016-04-29 23:17:31.213367+00:00,2016-04-29 23:17:31.213367+00:00,2016-04-29 23:17:31.213367+00:00,7611
73,Radicar Solicitud Homologacion,2016-04-29 23:17:34.213367+00:00,2016-04-29 23:17:34.213367+00:00,2016-04-29 23:17:34.213367+00:00,7638
42,Revisar curso,2016-04-30 06:02:36.812651+00:00,2016-04-30 06:02:36.812651+00:00,2016-04-30 06:02:36.812651+00:00,22475
75,Traer informacion estudiante - banner,2016-04-30 10:01:23.105471+00:00,2016-04-30 10:01:23.105471+00:00,2016-04-30 10:01:23.105471+00:00,7664
75,Radicar Solicitud Homologacion,2016-04-30 10:01:26.105471+00:00,2016-04-30 10:01:26.105471+00:00,2016-04-30 10:01:26.105471+00:00,7770
75,Cancelar Solicitud,2016-04-30 10:01:27.411602+00:00,2016-04-30 10:01:27.411602+00:00,2016-04-30 10:01:27.411602+00:00,22491
76,Traer informacion estudiante - banner,2016-04-30 10:37:54.899388+00:00,2016-04-30 10:37:54.899388+00:00,2016-04-30 10:37:54.899388+00:00,7897
76,Radicar Solicitud Homologacion,2016-04-30 10:37:57.899388+00:00,2016-04-30 10:37:57.899388+00:00,2016-04-30 10:37:57.899388+00:00,8022
76,Cancelar Solicitud,2016-04-30 10:37:57.900249+00:00,2016-04-30 10:37:57.900250+00:00,2016-04-30 10:37:57.900250+00:00,22624
77,Traer informacion estudiante - banner,2016-04-30 10:54:25.123553+00:00,2016-04-30 10:54:25.123553+00:00,2016-04-30 10:54:25.123553+00:00,8033
77,Radicar Solicitud Homologacion,2016-04-30 10:54:28.123553+00:00,2016-04-30 10:54:28.123553+00:00,2016-05-01 19:01:31.062047+00:00,8065
68,Cancelar Solicitud,2016-04-30 14:39:32.403592+00:00,2016-04-30 14:39:32.403593+00:00,2016-05-01 19:19:50.000000+00:00,22795
78,Validar solicitud,2016-04-30 18:00:23.373419+00:00,2016-04-30 18:00:23.373419+00:00,2016-04-30 18:00:23.373419+00:00,2292
42,Notificacion estudiante cancelacion soli,2016-04-30 19:07:18.052566+00:00,2016-04-30 19:07:18.052566+00:00,2016-04-30 19:07:18.052566+00:00,1
44,Notificacion estudiante cancelacion soli,2016-04-30 20:21:29.931469+00:00,2016-04-30 20:21:29.931469+00:00,2016-04-30 20:21:29.931469+00:00,22829
70,Notificacion estudiante cancelacion soli,2016-05-01 00:13:36.501643+00:00,2016-05-01 00:13:36.501643+00:00,2016-05-01 00:13:36.501643+00:00,24544
41,Revisar curso,2016-05-01 01:45:21.151642+00:00,2016-05-01 01:45:21.151641+00:00,2016-05-01 19:05:30.085458+00:00,943
60,Cancelar Solicitud,2016-05-01 02:57:29.901115+00:00,2016-05-01 02:57:29.901115+00:00,2016-05-01 19:00:04.975139+00:00,2981
66,Homologacion por grupo de cursos,2016-05-01 07:02:45.013938+00:00,2016-05-01 07:02:45.013938+00:00,2016-05-01 19:07:21.411197+00:00,7763
48,Cancelar curso,2016-05-01 08:23:28.183931+00:00,2016-05-01 08:23:28.183931+00:00,2016-05-02 16:20:00.000000+00:00,8651
79,Traer informacion estudiante - banner,2016-05-01 11:05:34.206361+00:00,2016-05-01 11:05:34.206361+00:00,2016-05-01 11:05:34.206361+00:00,8142
79,Radicar Solicitud Homologacion,2016-05-01 11:05:37.206361+00:00,2016-05-01 11:05:37.206361+00:00,2016-05-01 19:00:07.473205+00:00,8160
80,Traer informacion estudiante - banner,2016-05-01 13:15:40.073844+00:00,2016-05-01 13:15:40.073844+00:00,2016-05-01 13:15:40.073844+00:00,8177
80,Radicar Solicitud Homologacion,2016-05-01 13:15:43.073844+00:00,2016-05-01 13:15:43.073844+00:00,2016-05-01 13:15:43.073844+00:00,8186
81,Traer informacion estudiante - banner,2016-05-01 13:44:09.033784+00:00,2016-05-01 13:44:09.033784+00:00,2016-05-01 13:44:09.033784+00:00,8225
81,Radicar Solicitud Homologacion,2016-05-01 13:44:12.033784+00:00,2016-05-01 13:44:12.033784+00:00,2016-05-01 19:03:06.000000+00:00,8248
82,Traer informacion estudiante - banner,2016-05-01 15:00:00.000004+00:00,2016-05-01 15:00:00.000004+00:00,2016-05-01 15:00:00.000004+00:00,8268
82,Radicar Solicitud Homologacion,2016-05-01 15:00:03.000004+00:00,2016-05-01 15:00:03.000004+00:00,2016-05-01 15:00:03.000004+00:00,8371
83,Traer informacion estudiante - banner,2016-05-01 15:01:46.054474+00:00,2016-05-01 15:01:46.054474+00:00,2016-05-01 15:01:46.054474+00:00,8416
83,Radicar Solicitud Homologacion,2016-05-01 15:01:49.054474+00:00,2016-05-01 15:01:49.054474+00:00,2016-05-01 15:01:49.054474+00:00,8428
83,Cancelar Solicitud,2016-05-01 15:02:25.285641+00:00,2016-05-01 15:02:25.285641+00:00,2016-05-01 15:02:25.285641+00:00,5506
73,Notificacion estudiante cancelacion soli,2016-05-01 15:33:12.267966+00:00,2016-05-01 15:33:12.267966+00:00,2016-05-01 15:33:12.267966+00:00,5588
61,Revisar curso,2016-05-01 18:01:15.722051+00:00,2016-05-01 18:01:15.722052+00:00,2016-05-01 19:03:46.929833+00:00,1707
46,Notificacion estudiante cancelacion soli,2016-05-01 18:20:10.533014+00:00,2016-05-01 18:20:10.533014+00:00,2016-05-01 18:20:10.533014+00:00,559
72,Cancelar Solicitud,2016-05-01 19:00:06.000116+00:00,2016-05-01 19:00:06.000117+00:00,2016-05-01 19:24:44.685379+00:00,6400
79,Cancelar Solicitud,2016-05-01 19:00:07.473205+00:00,2016-05-01 19:00:07.473205+00:00,2016-05-01 19:00:07.473205+00:00,6437
61,Evaluacion curso,2016-05-01 19:03:47.225491+00:00,2016-05-01 19:03:47.225490+00:00,2016-05-01 19:04:00.225490+00:00,10726
66,Evaluacion curso,2016-05-01 19:07:21.411197+00:00,2016-05-01 19:07:21.411197+00:00,2016-05-03 14:22:15.784044+00:00,22439
81,Cancelar Solicitud,2016-05-01 20:30:11.967397+00:00,2016-05-01 20:30:11.967397+00:00,2016-05-02 16:08:52.115735+00:00,7682
61,Validar solicitud / pre-homologacion,2016-05-01 21:03:43.877257+00:00,2016-05-01 21:03:43.877257+00:00,2016-05-02 12:04:21.425226+00:00,677
77,Validar solicitud,2016-05-01 21:46:43.745691+00:00,2016-05-01 21:46:43.745691+00:00,2016-05-01 21:46:43.745691+00:00,294
84,Traer informacion estudiante - banner,2016-05-01 21:50:47.662632+00:00,2016-05-01 21:50:47.662632+00:00,2016-05-01 21:50:47.662632+00:00,8450
84,Radicar Solicitud Homologacion,2016-05-01 21:50:50.662632+00:00,2016-05-01 21:50:50.662632+00:00,2016-05-01 21:50:50.662632+00:00,8461
4,Homologacion por grupo de cursos,2016-05-01 22:42:14.251910+00:00,2016-05-01 22:42:14.251910+00:00,2016-05-02 18:09:12.628812+00:00,1343
84,Validar solicitud,2016-05-01 23:42:37.590837+00:00,2016-05-01 23:42:37.590837+00:00,2016-05-02 16:00:05.933852+00:00,241
52,Validar solicitud,2016-05-02 02:37:57.275739+00:00,2016-05-02 02:37:57.275739+00:00,2016-05-02 16:01:26.326880+00:00,387
47,Notificacion estudiante cancelacion soli,2016-05-02 06:09:13.296061+00:00,2016-05-02 06:09:13.296061+00:00,2016-05-02 06:09:13.296061+00:00,7071
74,Homologacion por grupo de cursos,2016-05-02 08:36:00.510952+00:00,2016-05-02 08:36:00.510952+00:00,2016-05-02 16:17:00.984853+00:00,22478
85,Traer informacion estudiante - banner,2016-05-02 11:00:00.000000+00:00,2016-05-02 11:00:00.000000+00:00,2016-05-02 11:00:00.000000+00:00,8536
85,Radicar Solicitud Homologacion,2016-05-02 11:00:03.000000+00:00,2016-05-02 11:00:03.000000+00:00,2016-05-02 16:00:16.000000+00:00,8556
